"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"POL","HUR","TOT","PC_LF","M","2020-04",3.1,
"POL","HUR","TOT","PC_LF","M","2020-05",3.2,
"POL","HUR","TOT","PC_LF","M","2020-06",3.4,
"POL","HUR","TOT","PC_LF","M","2020-07",3.4,
"POL","HUR","TOT","PC_LF","M","2020-08",3.3,
"POL","HUR","TOT","PC_LF","M","2020-09",3.3,
"POL","HUR","TOT","PC_LF","M","2020-10",3.2,
"POL","HUR","TOT","PC_LF","M","2020-11",3.2,
"POL","HUR","TOT","PC_LF","M","2020-12",3.4,"B"
"POL","HUR","TOT","PC_LF","M","2021-01",3.7,
"POL","HUR","TOT","PC_LF","M","2021-02",3.9,
"POL","HUR","TOT","PC_LF","M","2021-03",3.9,
"POL","HUR","TOT","PC_LF","M","2021-04",3.7,
"POL","HUR","TOT","PC_LF","M","2021-05",3.6,
"POL","HUR","TOT","PC_LF","M","2021-06",3.5,
"POL","HUR","TOT","PC_LF","M","2021-07",3.4,
"POL","HUR","TOT","PC_LF","M","2021-08",3.4,
"POL","HUR","TOT","PC_LF","M","2021-09",3.4,
"POL","HUR","TOT","PC_LF","M","2021-10",3.4,
"PRT","HUR","TOT","PC_LF","M","2020-01",6.9,
"PRT","HUR","TOT","PC_LF","M","2020-02",6.6,
"PRT","HUR","TOT","PC_LF","M","2020-03",6.3,
"PRT","HUR","TOT","PC_LF","M","2020-04",6.4,
"PRT","HUR","TOT","PC_LF","M","2020-05",6,
"PRT","HUR","TOT","PC_LF","M","2020-06",7.5,
"PRT","HUR","TOT","PC_LF","M","2020-07",8.1,
"PRT","HUR","TOT","PC_LF","M","2020-08",8.2,
"PRT","HUR","TOT","PC_LF","M","2020-09",8,
"PRT","HUR","TOT","PC_LF","M","2020-10",7.6,
"PRT","HUR","TOT","PC_LF","M","2020-11",7.2,
"PRT","HUR","TOT","PC_LF","M","2020-12",6.9,
"PRT","HUR","TOT","PC_LF","M","2021-01",7,
"PRT","HUR","TOT","PC_LF","M","2021-02",6.9,
"PRT","HUR","TOT","PC_LF","M","2021-03",6.6,
"PRT","HUR","TOT","PC_LF","M","2021-04",7,
"PRT","HUR","TOT","PC_LF","M","2021-05",7,
"PRT","HUR","TOT","PC_LF","M","2021-06",6.8,
"PRT","HUR","TOT","PC_LF","M","2021-07",6.6,
"PRT","HUR","TOT","PC_LF","M","2021-08",6.3,
"PRT","HUR","TOT","PC_LF","M","2021-09",6.4,
"PRT","HUR","TOT","PC_LF","M","2021-10",6.4,
"SVK","HUR","TOT","PC_LF","M","2020-01",5.9,
"SVK","HUR","TOT","PC_LF","M","2020-02",6,
"SVK","HUR","TOT","PC_LF","M","2020-03",5.9,
"SVK","HUR","TOT","PC_LF","M","2020-04",6.5,
"SVK","HUR","TOT","PC_LF","M","2020-05",6.7,
"SVK","HUR","TOT","PC_LF","M","2020-06",6.8,
"SVK","HUR","TOT","PC_LF","M","2020-07",7.1,
"SVK","HUR","TOT","PC_LF","M","2020-08",7.2,
"SVK","HUR","TOT","PC_LF","M","2020-09",7,
"SVK","HUR","TOT","PC_LF","M","2020-10",7.1,
"SVK","HUR","TOT","PC_LF","M","2020-11",7.1,
"SVK","HUR","TOT","PC_LF","M","2020-12",7.1,"B"
"SVK","HUR","TOT","PC_LF","M","2021-01",7,
"SVK","HUR","TOT","PC_LF","M","2021-02",7.1,
"SVK","HUR","TOT","PC_LF","M","2021-03",7.2,
"SVK","HUR","TOT","PC_LF","M","2021-04",7.1,
"SVK","HUR","TOT","PC_LF","M","2021-05",7,
"SVK","HUR","TOT","PC_LF","M","2021-06",6.8,
"SVK","HUR","TOT","PC_LF","M","2021-07",6.7,
"SVK","HUR","TOT","PC_LF","M","2021-08",6.5,
"SVK","HUR","TOT","PC_LF","M","2021-09",6.3,
"SVK","HUR","TOT","PC_LF","M","2021-10",6.3,
"ESP","HUR","TOT","PC_LF","M","2020-01",13.9,
"ESP","HUR","TOT","PC_LF","M","2020-02",13.7,
"ESP","HUR","TOT","PC_LF","M","2020-03",14.5,
"ESP","HUR","TOT","PC_LF","M","2020-04",15.1,
"ESP","HUR","TOT","PC_LF","M","2020-05",15.3,
"ESP","HUR","TOT","PC_LF","M","2020-06",15.9,
"ESP","HUR","TOT","PC_LF","M","2020-07",16.3,
"ESP","HUR","TOT","PC_LF","M","2020-08",16.6,
"ESP","HUR","TOT","PC_LF","M","2020-09",16.5,
"ESP","HUR","TOT","PC_LF","M","2020-10",16.3,
"ESP","HUR","TOT","PC_LF","M","2020-11",16.2,
"ESP","HUR","TOT","PC_LF","M","2020-12",16.2,
"ESP","HUR","TOT","PC_LF","M","2021-01",15.8,
"ESP","HUR","TOT","PC_LF","M","2021-02",15.7,
"ESP","HUR","TOT","PC_LF","M","2021-03",15.4,
"ESP","HUR","TOT","PC_LF","M","2021-04",15.4,
"ESP","HUR","TOT","PC_LF","M","2021-05",15.4,
"ESP","HUR","TOT","PC_LF","M","2021-06",15.3,
"ESP","HUR","TOT","PC_LF","M","2021-07",15,
"ESP","HUR","TOT","PC_LF","M","2021-08",14.8,
"ESP","HUR","TOT","PC_LF","M","2021-09",14.6,
"ESP","HUR","TOT","PC_LF","M","2021-10",14.5,
"SWE","HUR","TOT","PC_LF","M","2020-01",7.2,
"SWE","HUR","TOT","PC_LF","M","2020-02",7.6,
"SWE","HUR","TOT","PC_LF","M","2020-03",6.6,
"SWE","HUR","TOT","PC_LF","M","2020-04",7.9,
"SWE","HUR","TOT","PC_LF","M","2020-05",8.3,
"SWE","HUR","TOT","PC_LF","M","2020-06",9,
"SWE","HUR","TOT","PC_LF","M","2020-07",9.2,
"SWE","HUR","TOT","PC_LF","M","2020-08",9,
"SWE","HUR","TOT","PC_LF","M","2020-09",8.9,
"SWE","HUR","TOT","PC_LF","M","2020-10",8.7,
"SWE","HUR","TOT","PC_LF","M","2020-11",8.3,
"SWE","HUR","TOT","PC_LF","M","2020-12",8.8,"B"
"SWE","HUR","TOT","PC_LF","M","2021-01",9,
"SWE","HUR","TOT","PC_LF","M","2021-02",9,
"SWE","HUR","TOT","PC_LF","M","2021-03",9.5,
"SWE","HUR","TOT","PC_LF","M","2021-04",9.1,
"SWE","HUR","TOT","PC_LF","M","2021-05",9.1,
"SWE","HUR","TOT","PC_LF","M","2021-06",9.4,
"SWE","HUR","TOT","PC_LF","M","2021-07",8.3,
"SWE","HUR","TOT","PC_LF","M","2021-08",8.8,
"SWE","HUR","TOT","PC_LF","M","2021-09",8.8,
"SWE","HUR","TOT","PC_LF","M","2021-10",8.5,
"TUR","HUR","TOT","PC_LF","M","2020-01",13.2,
"TUR","HUR","TOT","PC_LF","M","2020-02",12.8,
"TUR","HUR","TOT","PC_LF","M","2020-03",13.1,
"TUR","HUR","TOT","PC_LF","M","2020-04",13.4,
"TUR","HUR","TOT","PC_LF","M","2020-05",13.2,
"TUR","HUR","TOT","PC_LF","M","2020-06",13.3,
"TUR","HUR","TOT","PC_LF","M","2020-07",14.4,
"TUR","HUR","TOT","PC_LF","M","2020-08",12.9,
"TUR","HUR","TOT","PC_LF","M","2020-09",12.8,
"TUR","HUR","TOT","PC_LF","M","2020-10",13,
"TUR","HUR","TOT","PC_LF","M","2020-11",13,
"TUR","HUR","TOT","PC_LF","M","2020-12",12.8,
"TUR","HUR","TOT","PC_LF","M","2021-01",12.7,
"TUR","HUR","TOT","PC_LF","M","2021-02",13.2,
"TUR","HUR","TOT","PC_LF","M","2021-03",13,
"TUR","HUR","TOT","PC_LF","M","2021-04",13.4,
"TUR","HUR","TOT","PC_LF","M","2021-05",12.6,
"TUR","HUR","TOT","PC_LF","M","2021-06",10.6,
"TUR","HUR","TOT","PC_LF","M","2021-07",11.9,
"TUR","HUR","TOT","PC_LF","M","2021-08",11.8,
"TUR","HUR","TOT","PC_LF","M","2021-09",11.5,
"GBR","HUR","TOT","PC_LF","M","2020-01",3.961213,
"GBR","HUR","TOT","PC_LF","M","2020-02",3.996721,
"GBR","HUR","TOT","PC_LF","M","2020-03",4.04138,
"GBR","HUR","TOT","PC_LF","M","2020-04",4.14699,
"GBR","HUR","TOT","PC_LF","M","2020-05",4.137189,
"GBR","HUR","TOT","PC_LF","M","2020-06",4.318904,
"GBR","HUR","TOT","PC_LF","M","2020-07",4.538391,
"GBR","HUR","TOT","PC_LF","M","2020-08",4.84807,
"GBR","HUR","TOT","PC_LF","M","2020-09",5.049924,
"GBR","HUR","TOT","PC_LF","M","2020-10",5.10721,
"GBR","HUR","TOT","PC_LF","M","2020-11",5.219832,
"GBR","HUR","TOT","PC_LF","M","2020-12",5.134026,
"GBR","HUR","TOT","PC_LF","M","2021-01",5.034872,
"GBR","HUR","TOT","PC_LF","M","2021-02",4.885616,
"GBR","HUR","TOT","PC_LF","M","2021-03",4.840756,
"GBR","HUR","TOT","PC_LF","M","2021-04",4.839443,
"GBR","HUR","TOT","PC_LF","M","2021-05",4.723915,
"GBR","HUR","TOT","PC_LF","M","2021-06",4.572463,
"GBR","HUR","TOT","PC_LF","M","2021-07",4.451372,
"GBR","HUR","TOT","PC_LF","M","2021-08",4.263134,
"GBR","HUR","TOT","PC_LF","M","2021-09",4.195306,
"USA","HUR","TOT","PC_LF","M","2020-01",3.5,
"USA","HUR","TOT","PC_LF","M","2020-02",3.5,
"USA","HUR","TOT","PC_LF","M","2020-03",4.4,
"USA","HUR","TOT","PC_LF","M","2020-04",14.8,
"USA","HUR","TOT","PC_LF","M","2020-05",13.3,
"USA","HUR","TOT","PC_LF","M","2020-06",11.1,
"USA","HUR","TOT","PC_LF","M","2020-07",10.2,
"USA","HUR","TOT","PC_LF","M","2020-08",8.4,
"USA","HUR","TOT","PC_LF","M","2020-09",7.8,
"USA","HUR","TOT","PC_LF","M","2020-10",6.9,
"USA","HUR","TOT","PC_LF","M","2020-11",6.7,
"USA","HUR","TOT","PC_LF","M","2020-12",6.7,
"USA","HUR","TOT","PC_LF","M","2021-01",6.3,
"USA","HUR","TOT","PC_LF","M","2021-02",6.2,
"USA","HUR","TOT","PC_LF","M","2021-03",6,
"USA","HUR","TOT","PC_LF","M","2021-04",6.1,
"USA","HUR","TOT","PC_LF","M","2021-05",5.8,
"USA","HUR","TOT","PC_LF","M","2021-06",5.9,
"USA","HUR","TOT","PC_LF","M","2021-07",5.4,
"USA","HUR","TOT","PC_LF","M","2021-08",5.2,
"USA","HUR","TOT","PC_LF","M","2021-09",4.8,
"USA","HUR","TOT","PC_LF","M","2021-10",4.6,
"USA","HUR","TOT","PC_LF","M","2021-11",4.2,
"CHL","HUR","TOT","PC_LF","M","2020-01",8.086426,
"CHL","HUR","TOT","PC_LF","M","2020-02",8.191956,
"CHL","HUR","TOT","PC_LF","M","2020-03",9.026889,
"CHL","HUR","TOT","PC_LF","M","2020-04",10.8812,
"CHL","HUR","TOT","PC_LF","M","2020-05",11.76835,
"CHL","HUR","TOT","PC_LF","M","2020-06",12.43833,
"CHL","HUR","TOT","PC_LF","M","2020-07",12.37859,
"CHL","HUR","TOT","PC_LF","M","2020-08",12.02712,
"CHL","HUR","TOT","PC_LF","M","2020-09",11.56388,
"CHL","HUR","TOT","PC_LF","M","2020-10",11.20424,
"CHL","HUR","TOT","PC_LF","M","2020-11",11.04643,
"CHL","HUR","TOT","PC_LF","M","2020-12",10.79358,
"CHL","HUR","TOT","PC_LF","M","2021-01",10.69378,
"CHL","HUR","TOT","PC_LF","M","2021-02",10.38039,
"CHL","HUR","TOT","PC_LF","M","2021-03",10.29165,
"CHL","HUR","TOT","PC_LF","M","2021-04",9.746888,
"CHL","HUR","TOT","PC_LF","M","2021-05",9.154262,
"CHL","HUR","TOT","PC_LF","M","2021-06",8.492376,
"CHL","HUR","TOT","PC_LF","M","2021-07",8.2127,
"CHL","HUR","TOT","PC_LF","M","2021-08",8.19978,
"CHL","HUR","TOT","PC_LF","M","2021-09",8.081271,
"EST","HUR","TOT","PC_LF","M","2020-01",4.8,
"EST","HUR","TOT","PC_LF","M","2020-02",4.8,
"EST","HUR","TOT","PC_LF","M","2020-03",4.9,
"EST","HUR","TOT","PC_LF","M","2020-04",5.9,
"EST","HUR","TOT","PC_LF","M","2020-05",6.9,
"EST","HUR","TOT","PC_LF","M","2020-06",7.9,
"EST","HUR","TOT","PC_LF","M","2020-07",7.9,
"EST","HUR","TOT","PC_LF","M","2020-08",8,
"EST","HUR","TOT","PC_LF","M","2020-09",8.3,
"EST","HUR","TOT","PC_LF","M","2020-10",7.9,
"EST","HUR","TOT","PC_LF","M","2020-11",7.4,
"EST","HUR","TOT","PC_LF","M","2020-12",6.8,
"EST","HUR","TOT","PC_LF","M","2021-01",7.2,
"EST","HUR","TOT","PC_LF","M","2021-02",6.8,
"EST","HUR","TOT","PC_LF","M","2021-03",6.4,
"EST","HUR","TOT","PC_LF","M","2021-04",6.3,
"EST","HUR","TOT","PC_LF","M","2021-05",6.6,
"EST","HUR","TOT","PC_LF","M","2021-06",6.5,
"EST","HUR","TOT","PC_LF","M","2021-07",6.4,
"EST","HUR","TOT","PC_LF","M","2021-08",6,
"EST","HUR","TOT","PC_LF","M","2021-09",5.7,
"EST","HUR","TOT","PC_LF","M","2021-10",5.7,
"ISR","HUR","TOT","PC_LF","M","2020-01",3.694457,
"ISR","HUR","TOT","PC_LF","M","2020-02",3.380798,
"ISR","HUR","TOT","PC_LF","M","2020-03",3.536839,
"ISR","HUR","TOT","PC_LF","M","2020-04",3.607703,
"ISR","HUR","TOT","PC_LF","M","2020-05",4.204206,
"ISR","HUR","TOT","PC_LF","M","2020-06",4.578165,
"ISR","HUR","TOT","PC_LF","M","2020-07",4.720823,
"ISR","HUR","TOT","PC_LF","M","2020-08",4.841195,
"ISR","HUR","TOT","PC_LF","M","2020-09",4.575068,
"ISR","HUR","TOT","PC_LF","M","2020-10",4.713674,
"ISR","HUR","TOT","PC_LF","M","2020-11",4.806218,
"ISR","HUR","TOT","PC_LF","M","2020-12",4.860151,
"ISR","HUR","TOT","PC_LF","M","2021-01",4.618124,
"ISR","HUR","TOT","PC_LF","M","2021-02",5.182726,
"ISR","HUR","TOT","PC_LF","M","2021-03",5.443354,
"ISR","HUR","TOT","PC_LF","M","2021-04",5.331855,
"ISR","HUR","TOT","PC_LF","M","2021-05",5.451968,
"ISR","HUR","TOT","PC_LF","M","2021-06",5.115798,
"ISR","HUR","TOT","PC_LF","M","2021-07",4.935326,
"ISR","HUR","TOT","PC_LF","M","2021-08",5.013559,
"ISR","HUR","TOT","PC_LF","M","2021-09",5.145864,
"ISR","HUR","TOT","PC_LF","M","2021-10",5.013416,
"SVN","HUR","TOT","PC_LF","M","2020-01",4.1,
"SVN","HUR","TOT","PC_LF","M","2020-02",4.2,
"SVN","HUR","TOT","PC_LF","M","2020-03",4.4,
"SVN","HUR","TOT","PC_LF","M","2020-04",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-05",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-06",5.4,
"SVN","HUR","TOT","PC_LF","M","2020-07",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-08",5.2,
"SVN","HUR","TOT","PC_LF","M","2020-09",5.1,
"SVN","HUR","TOT","PC_LF","M","2020-10",5.1,
"SVN","HUR","TOT","PC_LF","M","2020-11",5.3,
"SVN","HUR","TOT","PC_LF","M","2020-12",5.3,
"SVN","HUR","TOT","PC_LF","M","2021-01",5.4,
"SVN","HUR","TOT","PC_LF","M","2021-02",5.2,
"SVN","HUR","TOT","PC_LF","M","2021-03",5,
"SVN","HUR","TOT","PC_LF","M","2021-04",4.7,
"SVN","HUR","TOT","PC_LF","M","2021-05",4.5,
"SVN","HUR","TOT","PC_LF","M","2021-06",4.4,
"SVN","HUR","TOT","PC_LF","M","2021-07",4.5,
"SVN","HUR","TOT","PC_LF","M","2021-08",4.6,
"SVN","HUR","TOT","PC_LF","M","2021-09",4.7,
"SVN","HUR","TOT","PC_LF","M","2021-10",4.8,
"OECD","HUR","TOT","PC_LF","M","2020-01",5.359634,"E"
"OECD","HUR","TOT","PC_LF","M","2020-02",5.277813,"E"
"OECD","HUR","TOT","PC_LF","M","2020-03",5.554512,"E"
"OECD","HUR","TOT","PC_LF","M","2020-04",8.80424,"E"
"OECD","HUR","TOT","PC_LF","M","2020-05",8.643216,"E"
"OECD","HUR","TOT","PC_LF","M","2020-06",8.315001,"E"
"OECD","HUR","TOT","PC_LF","M","2020-07",8.163242,"E"
"OECD","HUR","TOT","PC_LF","M","2020-08",7.573207,"E"
"OECD","HUR","TOT","PC_LF","M","2020-09",7.385149,"E"
"OECD","HUR","TOT","PC_LF","M","2020-10",7.090517,"E"
"OECD","HUR","TOT","PC_LF","M","2020-11",6.9154,"E"
"OECD","HUR","TOT","PC_LF","M","2020-12",6.869371,"E"
"OECD","HUR","TOT","PC_LF","M","2021-01",6.838658,"E"
"OECD","HUR","TOT","PC_LF","M","2021-02",6.727969,"E"
"OECD","HUR","TOT","PC_LF","M","2021-03",6.553016,"E"
"OECD","HUR","TOT","PC_LF","M","2021-04",6.69234,"E"
"OECD","HUR","TOT","PC_LF","M","2021-05",6.494541,"E"
"OECD","HUR","TOT","PC_LF","M","2021-06",6.292293,"E"
"OECD","HUR","TOT","PC_LF","M","2021-07",6.081991,"E"
"OECD","HUR","TOT","PC_LF","M","2021-08",5.935931,"E"
"OECD","HUR","TOT","PC_LF","M","2021-09",5.763198,"E"
"OECD","HUR","TOT","PC_LF","M","2021-10",5.728198,"E"
"G-7","HUR","TOT","PC_LF","M","2020-01",4.22001,"E"
"G-7","HUR","TOT","PC_LF","M","2020-02",4.187521,"E"
"G-7","HUR","TOT","PC_LF","M","2020-03",4.538774,"E"
"G-7","HUR","TOT","PC_LF","M","2020-04",9.16679,"E"
"G-7","HUR","TOT","PC_LF","M","2020-05",8.681888,"E"
"G-7","HUR","TOT","PC_LF","M","2020-06",7.848074,"E"
"G-7","HUR","TOT","PC_LF","M","2020-07",7.572019,"E"
"G-7","HUR","TOT","PC_LF","M","2020-08",6.87933,"E"
"G-7","HUR","TOT","PC_LF","M","2020-09",6.602804,"E"
"G-7","HUR","TOT","PC_LF","M","2020-10",6.159029,"E"
"G-7","HUR","TOT","PC_LF","M","2020-11",5.987225,"E"
"G-7","HUR","TOT","PC_LF","M","2020-12",5.985754,"E"
"G-7","HUR","TOT","PC_LF","M","2021-01",5.860316,"E"
"G-7","HUR","TOT","PC_LF","M","2021-02",5.756614,"E"
"G-7","HUR","TOT","PC_LF","M","2021-03",5.565545,"E"
"G-7","HUR","TOT","PC_LF","M","2021-04",5.67132,"E"
"G-7","HUR","TOT","PC_LF","M","2021-05",5.536283,"E"
"G-7","HUR","TOT","PC_LF","M","2021-06",5.48035,"E"
"G-7","HUR","TOT","PC_LF","M","2021-07",5.173836,"E"
"G-7","HUR","TOT","PC_LF","M","2021-08",5.060379,"E"
"G-7","HUR","TOT","PC_LF","M","2021-09",4.829453,"E"
"G-7","HUR","TOT","PC_LF","M","2021-10",4.738881,"E"
"EA19","HUR","TOT","PC_LF","M","2020-01",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-02",7.4,
"EA19","HUR","TOT","PC_LF","M","2020-03",7.1,
"EA19","HUR","TOT","PC_LF","M","2020-04",7.3,
"EA19","HUR","TOT","PC_LF","M","2020-05",7.5,
"EA19","HUR","TOT","PC_LF","M","2020-06",8,
"EA19","HUR","TOT","PC_LF","M","2020-07",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-08",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-09",8.6,
"EA19","HUR","TOT","PC_LF","M","2020-10",8.4,
"EA19","HUR","TOT","PC_LF","M","2020-11",8.1,
"EA19","HUR","TOT","PC_LF","M","2020-12",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-01",8.2,
"EA19","HUR","TOT","PC_LF","M","2021-02",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-03",8,
"EA19","HUR","TOT","PC_LF","M","2021-04",8.1,
"EA19","HUR","TOT","PC_LF","M","2021-05",8,
"EA19","HUR","TOT","PC_LF","M","2021-06",7.8,
"EA19","HUR","TOT","PC_LF","M","2021-07",7.6,
"EA19","HUR","TOT","PC_LF","M","2021-08",7.5,
"EA19","HUR","TOT","PC_LF","M","2021-09",7.4,
"EA19","HUR","TOT","PC_LF","M","2021-10",7.3,
"LVA","HUR","TOT","PC_LF","M","2020-01",7.2,
"LVA","HUR","TOT","PC_LF","M","2020-02",7.2,
"LVA","HUR","TOT","PC_LF","M","2020-03",7.5,
"LVA","HUR","TOT","PC_LF","M","2020-04",8.3,
"LVA","HUR","TOT","PC_LF","M","2020-05",8.6,
"LVA","HUR","TOT","PC_LF","M","2020-06",8.7,
"LVA","HUR","TOT","PC_LF","M","2020-07",8.7,
"LVA","HUR","TOT","PC_LF","M","2020-08",8.6,
"LVA","HUR","TOT","PC_LF","M","2020-09",8.3,
"LVA","HUR","TOT","PC_LF","M","2020-10",8.2,
"LVA","HUR","TOT","PC_LF","M","2020-11",8.1,
"LVA","HUR","TOT","PC_LF","M","2020-12",8,
"LVA","HUR","TOT","PC_LF","M","2021-01",7.8,
"LVA","HUR","TOT","PC_LF","M","2021-02",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-03",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-04",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-05",7.8,
"LVA","HUR","TOT","PC_LF","M","2021-06",7.9,
"LVA","HUR","TOT","PC_LF","M","2021-07",7.7,
"LVA","HUR","TOT","PC_LF","M","2021-08",7.3,
"LVA","HUR","TOT","PC_LF","M","2021-09",7,
"LVA","HUR","TOT","PC_LF","M","2021-10",7,
"LTU","HUR","TOT","PC_LF","M","2020-01",6.2,
"LTU","HUR","TOT","PC_LF","M","2020-02",6.7,
"LTU","HUR","TOT","PC_LF","M","2020-03",7.2,
"LTU","HUR","TOT","PC_LF","M","2020-04",7.9,
"LTU","HUR","TOT","PC_LF","M","2020-05",8.6,
"LTU","HUR","TOT","PC_LF","M","2020-06",9.1,
"LTU","HUR","TOT","PC_LF","M","2020-07",9.4,
"LTU","HUR","TOT","PC_LF","M","2020-08",9.8,
"LTU","HUR","TOT","PC_LF","M","2020-09",9.9,
"LTU","HUR","TOT","PC_LF","M","2020-10",9.3,
"LTU","HUR","TOT","PC_LF","M","2020-11",9.2,
"LTU","HUR","TOT","PC_LF","M","2020-12",9.2,
"LTU","HUR","TOT","PC_LF","M","2021-01",7.4,
"LTU","HUR","TOT","PC_LF","M","2021-02",6.8,
"LTU","HUR","TOT","PC_LF","M","2021-03",6.5,
"LTU","HUR","TOT","PC_LF","M","2021-04",7.2,
"LTU","HUR","TOT","PC_LF","M","2021-05",7.7,
"LTU","HUR","TOT","PC_LF","M","2021-06",7.8,
"LTU","HUR","TOT","PC_LF","M","2021-07",7.3,
"LTU","HUR","TOT","PC_LF","M","2021-08",7,
"LTU","HUR","TOT","PC_LF","M","2021-09",6.7,
"LTU","HUR","TOT","PC_LF","M","2021-10",6.5,
"COL","HUR","TOT","PC_LF","M","2020-01",10.71124,
"COL","HUR","TOT","PC_LF","M","2020-02",10.92271,
"COL","HUR","TOT","PC_LF","M","2020-03",12.29594,
"COL","HUR","TOT","PC_LF","M","2020-04",19.64332,
"COL","HUR","TOT","PC_LF","M","2020-05",20.65683,
"COL","HUR","TOT","PC_LF","M","2020-06",20.10021,
"COL","HUR","TOT","PC_LF","M","2020-07",19.32372,
"COL","HUR","TOT","PC_LF","M","2020-08",17.20418,
"COL","HUR","TOT","PC_LF","M","2020-09",16.52004,
"COL","HUR","TOT","PC_LF","M","2020-10",16.19709,
"COL","HUR","TOT","PC_LF","M","2020-11",15.27058,
"COL","HUR","TOT","PC_LF","M","2020-12",14.60185,
"COL","HUR","TOT","PC_LF","M","2021-01",14.25058,
"COL","HUR","TOT","PC_LF","M","2021-02",14.30875,
"COL","HUR","TOT","PC_LF","M","2021-03",13.79772,
"COL","HUR","TOT","PC_LF","M","2021-04",14.87023,
"COL","HUR","TOT","PC_LF","M","2021-05",15.02424,
"COL","HUR","TOT","PC_LF","M","2021-06",14.55143,
"COL","HUR","TOT","PC_LF","M","2021-07",13.61762,
"COL","HUR","TOT","PC_LF","M","2021-08",12.67578,
"COL","HUR","TOT","PC_LF","M","2021-09",12.7119,
"COL","HUR","TOT","PC_LF","M","2021-10",13.04941,
"EU27_2020","HUR","TOT","PC_LF","M","2020-01",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-02",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-03",6.3,
"EU27_2020","HUR","TOT","PC_LF","M","2020-04",6.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-05",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2020-06",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2020-07",7.6,
"EU27_2020","HUR","TOT","PC_LF","M","2020-08",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-09",7.7,
"EU27_2020","HUR","TOT","PC_LF","M","2020-10",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2020-11",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2020-12",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-01",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-02",7.5,
"EU27_2020","HUR","TOT","PC_LF","M","2021-03",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-04",7.4,
"EU27_2020","HUR","TOT","PC_LF","M","2021-05",7.3,
"EU27_2020","HUR","TOT","PC_LF","M","2021-06",7.1,
"EU27_2020","HUR","TOT","PC_LF","M","2021-07",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2021-08",6.9,
"EU27_2020","HUR","TOT","PC_LF","M","2021-09",6.7,
"EU27_2020","HUR","TOT","PC_LF","M","2021-10",6.7,
"CRI","HUR","TOT","PC_LF","M","2020-01",12.26635,
"CRI","HUR","TOT","PC_LF","M","2020-02",12.52807,
"CRI","HUR","TOT","PC_LF","M","2020-03",15.70969,
"CRI","HUR","TOT","PC_LF","M","2020-04",20.0624,
"CRI","HUR","TOT","PC_LF","M","2020-05",23.83536,
"CRI","HUR","TOT","PC_LF","M","2020-06",24.24981,
"CRI","HUR","TOT","PC_LF","M","2020-07",22.98746,
"CRI","HUR","TOT","PC_LF","M","2020-08",21.85852,
"CRI","HUR","TOT","PC_LF","M","2020-09",21.8084,
"CRI","HUR","TOT","PC_LF","M","2020-10",21.30506,
"CRI","HUR","TOT","PC_LF","M","2020-11",20.00231,
"CRI","HUR","TOT","PC_LF","M","2020-12",19.13698,
"CRI","HUR","TOT","PC_LF","M","2021-01",18.56307,
"CRI","HUR","TOT","PC_LF","M","2021-02",18.77001,
"CRI","HUR","TOT","PC_LF","M","2021-03",17.32792,
"CRI","HUR","TOT","PC_LF","M","2021-04",17.71854,
"CRI","HUR","TOT","PC_LF","M","2021-05",18.00209,
"CRI","HUR","TOT","PC_LF","M","2021-06",17.43567,
"CRI","HUR","TOT","PC_LF","M","2021-07",16.36476,
"CRI","HUR","TOT","PC_LF","M","2021-08",15.30837,
"CRI","HUR","TOT","PC_LF","M","2021-09",15.00404,
